,ind1,ind2,indAll,indAny,indnot1,indnot2,ind1=tempResponsive,ind2=PIF7Dependent
642,AT5G12030,AT2G02120,,AT5G10100,AT5G25380,AT1G28670,,
643,AT5G02810,AT3G01470,,AT3G16910,AT4G12880,AT2G19310,,
644,AT3G11700,AT2G44690,,AT2G23200,AT1G18970,AT2G23110,,
645,AT3G14200,AT4G27970,,AT5G38770,AT3G63375,AT4G08290,,
646,AT2G43620,AT3G50460,,AT4G00720,AT4G39670,AT3G26445,,
647,AT5G20240,AT1G69070,,AT2G29480,AT3G09600,AT4G33490,,
648,AT1G69080,AT3G05890,,AT2G47750,AT5G64780,AT5G54585,,
649,AT2G01190,AT3G54400,,AT5G25280,AT3G09290,AT1G11260,,
650,AT3G10985,AT2G35742,,AT1G13430,AT2G43870,AT5G23860,,
651,AT2G33570,AT2G18690,,AT4G36060,AT5G24380,AT2G07718,,
652,ATMG01090,AT5G43540,,AT1G67365,AT5G43860,AT4G27450,,
653,AT3G60910,AT3G57740,,AT1G66180,AT1G71870,AT5G51200,,
654,AT3G13980,AT1G43910,,AT1G14700,AT3G26840,AT1G24260,,
655,AT3G16240,AT1G62280,,AT1G72820,AT5G23190,AT2G43375,,
656,AT5G58340,AT2G24540,,AT1G03410,AT4G30320,AT2G20560,,
657,AT2G27930,AT1G44830,,AT5G10625,AT1G21140,AT4G23670,,
658,AT2G40711,AT1G75780,,AT2G26150,AT1G62380,AT1G69780,,
659,AT2G15020,AT4G28290,,AT5G50915,AT4G19130,AT2G38080,,
660,AT1G13080,AT2G26710,,AT3G23510,AT1G74770,AT2G23180,,
661,AT2G21200,AT1G01580,,AT2G42540,AT3G54120,AT3G17110,,
662,AT4G09460,AT1G80130,,AT4G32670,AT1G67900,AT3G16050,,
663,AT5G62280,AT5G67060,,AT3G22820,AT5G10580,AT1G70980,,
664,AT5G58590,AT2G21220,,AT4G15450,AT2G12462,AT5G01930,,
665,AT3G26220,AT1G56320,,AT4G08770,AT2G44690,AT5G10180,,
666,AT3G53100,AT2G18193,,AT3G22620,AT3G55900,AT3G53230,,
667,AT3G63088,AT4G21310,,AT4G39840,AT1G70690,AT1G03760,,
668,AT1G45229,AT3G57940,,AT2G18480,AT5G57670,AT5G27360,,
669,AT1G01920,AT3G13980,,AT2G04780,ATCG00070,AT1G20920,,
670,AT1G11270,AT4G13750,,AT4G27260,AT2G32210,AT5G62020,,
671,AT2G07707,AT4G39400,,AT1G13050,AT3G03110,AT2G39310,,
672,AT5G43330,AT2G27930,,AT2G44080,AT2G47000,AT2G30480,,
673,AT1G35660,AT4G31590,,AT1G47980,AT5G60290,AT4G33666,,
674,AT5G58360,AT5G62040,,AT1G22640,AT5G02850,AT4G08950,,
675,AT2G34490,AT2G40711,,AT5G63650,AT3G29575,AT1G23970,,
676,AT3G24715,AT5G35995,,AT4G17280,AT1G74458,AT2G07807,,
677,AT4G32280,AT3G61460,,AT3G60390,AT2G23590,AT3G17185,,
678,AT1G36940,AT2G36100,,AT3G09710,AT4G30020,AT1G21520,,
679,AT2G27580,AT2G21200,,AT1G48320,AT2G39980,AT5G06470,,
680,AT2G20670,AT2G11891,,AT3G51060,AT3G55970,AT3G26230,,
681,AT2G38090,AT1G28685,,AT5G44050,AT5G15150,AT2G07808,,
682,AT3G06750,AT4G33420,,AT5G60650,AT1G69530,AT1G21680,,
683,AT5G51440,AT1G27620,,AT1G48750,,,,
684,AT5G05430,AT3G22945,,AT4G17440,,,,
685,AT1G18330,AT2G47880,,AT1G02390,,,,
686,AT4G19530,AT1G76610,,AT2G12462,,,,
687,AT2G23110,AT3G28300,,AT5G47000,,,,
688,AT1G26208,AT1G63730,,AT3G03830,,,,
689,AT5G06865,AT3G24715,,AT5G25190,,,,
690,AT5G18060,AT5G52310,,AT3G01550,,,,
691,AT3G04740,AT1G36940,,AT1G64400,,,,
692,AT3G55240,AT1G56550,,AT1G27670,,,,
693,AT3G17100,AT1G75490,,AT3G50560,,,,
694,AT5G40020,AT2G38090,,AT2G43670,,,,
695,AT3G59900,AT3G23090,,AT5G16370,,,,
696,AT1G23052,AT5G22310,,AT1G76620,,,,
697,AT3G03870,AT1G68850,,AT5G05290,,,,
698,AT2G26220,AT1G67148,,AT1G62260,,,,
699,AT3G02370,AT1G64760,,AT3G54040,,,,
700,AT3G26510,AT1G17700,,AT5G17780,,,,
701,AT5G51670,AT4G09300,,AT1G17170,,,,
702,ATMG00590,AT3G09290,,AT1G22160,,,,
703,AT1G76460,AT5G53090,,AT1G06570,,,,
704,AT1G26800,AT1G53700,,AT5G44660,,,,
705,AT2G35880,AT3G59900,,AT5G20230,,,,
706,AT1G76500,AT1G73780,,AT5G64170,,,,
707,AT3G21330,AT2G26220,,AT1G62510,,,,
708,AT3G16910,AT1G64400,,AT3G24100,,,,
709,AT5G57780,AT2G38480,,AT1G29450,,,,
710,AT1G05820,AT3G21330,,AT3G26539,,,,
711,AT5G42445,AT1G05820,,AT2G47270,,,,
712,AT3G42800,AT5G14700,,AT3G46490,,,,
713,AT1G15050,AT3G42800,,AT3G14560,,,,
714,AT2G07811,AT1G09460,,AT2G18969,,,,
715,ATMG00690,AT5G01730,,AT2G26570,,,,
716,AT3G04730,AT5G26270,,AT1G05700,,,,
717,AT5G37670,AT5G57560,,AT5G03960,,,,
718,AT2G46610,AT1G63300,,AT3G24450,,,,
719,AT1G30760,AT5G14130,,AT3G45140,,,,
720,AT5G02760,AT5G60860,,AT5G23020,,,,
721,AT4G24450,AT5G03960,,AT1G79760,,,,
722,AT5G03960,ATCG00530,,AT1G26780,,,,
723,AT3G49780,AT3G20380,,AT2G35850,,,,
724,AT3G20380,AT2G46750,,AT3G05490,,,,
725,AT2G46750,AT3G16340,,AT4G26288,,,,
726,AT3G62720,AT3G55740,,AT1G64720,,,,
727,AT3G21720,AT3G16610,,AT5G01600,,,,
728,ATMG01000,AT4G24510,,AT1G64640,,,,
729,AT3G03450,AT3G24255,,AT3G59690,,,,
730,AT1G73120,AT5G24655,,AT4G27640,,,,
731,AT3G44310,AT1G73120,,AT2G40900,,,,
732,AT2G43060,AT4G24265,,AT3G57400,,,,
733,AT4G39480,AT5G59240,,AT4G15165,,,,
734,AT3G46450,AT1G18610,,AT1G09812,,,,
735,AT3G17626,AT5G65710,,AT3G56200,,,,
736,AT3G54260,AT1G04680,,AT5G07110,,,,
737,AT4G17250,AT1G53708,,AT5G45740,,,,
738,AT1G23020,AT5G10890,,AT4G02540,,,,
739,AT2G36490,AT4G24430,,AT1G16400,,,,
740,ATMG00250,AT3G61680,,AT2G46250,,,,
741,AT3G13965,AT5G24070,,AT2G25090,,,,
742,AT5G66460,ATCG00030,,AT2G43290,,,,
743,AT5G59440,AT2G39450,,AT2G25095,,,,
744,AT1G71696,AT2G26530,,AT4G22850,,,,
745,AT5G66040,AT5G59510,,AT1G49320,,,,
746,AT3G21805,AT2G34070,,AT4G31910,,,,
747,AT5G48920,AT1G14370,,AT2G37040,,,,
748,AT5G06200,AT5G06200,,AT2G43050,,,,
749,AT4G18580,AT4G33010,,AT5G13330,,,,
750,AT1G58030,AT1G76160,,AT3G50800,,,,
751,AT5G02230,AT4G21890,,AT4G21390,,,,
752,AT1G73830,AT4G11890,,AT2G16367,,,,
753,AT1G65310,AT1G73830,,AT1G56550,,,,
754,AT5G07010,AT1G31580,,AT5G15210,,,,
755,AT5G47610,AT3G08040,,AT2G28670,,,,
756,AT4G19820,AT1G14870,,AT1G14280,,,,
757,AT1G30500,AT1G06350,,AT4G21880,,,,
758,AT1G27410,AT5G59845,,AT5G59530,,,,
759,AT5G59845,AT2G39220,,AT3G10740,,,,
760,AT1G78110,AT1G11000,,AT1G12090,,,,
761,AT5G21970,AT1G44970,,AT2G35820,,,,
762,AT2G21185,AT1G21840,,AT1G09250,,,,
763,AT5G05420,AT1G65490,,AT5G45820,,,,
764,AT1G44970,AT1G04430,,AT4G13290,,,,
765,AT5G65380,AT5G18050,,AT5G45950,,,,
766,AT1G65490,AT3G23810,,AT4G27860,,,,
767,AT5G55410,AT3G47400,,AT2G20835,,,,
768,AT1G49200,AT1G79460,,AT1G11540,,,,
769,AT5G18050,AT4G09890,,AT1G78060,,,,
770,AT4G28390,AT3G55060,,AT1G11545,,,,
771,AT4G32670,AT1G74770,,AT1G30570,,,,
772,AT1G45015,AT5G02190,,AT4G29990,,,,
773,AT3G58930,AT4G05110,,AT4G35720,,,,
774,AT1G70830,AT5G41400,,AT3G06590,,,,
775,AT4G28290,AT1G14080,,AT5G54510,,,,
776,AT4G08040,AT3G19200,,AT2G07663,,,,
777,AT1G75100,AT3G07000,,AT4G34530,,,,
778,AT5G25140,AT3G54120,,AT5G58590,,,,
779,AT1G07350,AT5G65320,,AT5G45280,,,,
780,AT3G02110,AT3G06990,,AT3G50980,,,,
781,AT3G18850,AT2G23200,,AT3G14620,,,,
782,AT4G00720,AT2G47750,,AT4G04940,,,,
783,AT5G25280,AT1G13430,,AT5G52640,,,,
784,AT1G67365,AT4G36060,,AT4G12880,,,,
785,AT1G66180,AT1G03820,,AT1G17180,,,,
786,AT1G14700,AT5G59010,,AT3G63375,,,,
787,AT4G31730,AT5G10230,,AT5G16600,,,,
788,AT1G03410,AT5G02760,,AT4G39670,,,,
789,AT5G07330,AT3G60420,,AT5G64780,,,,
790,AT5G10625,AT5G10625,,AT4G16610,,,,
791,AT2G26150,AT5G10580,,AT3G13857,,,,
792,ATMG00780,AT5G50915,,AT4G21320,,,,
793,AT3G23510,AT3G28340,,AT2G30550,,,,
794,AT5G02560,AT1G69810,,AT5G16110,,,,
795,AT2G07747,AT4G10940,,AT5G24070,,,,
796,AT3G07350,AT4G14750,,AT2G40610,,,,
797,AT3G05900,AT5G41040,,AT3G26840,,,,
798,AT5G51390,AT3G22820,,AT5G20450,,,,
799,AT5G39160,AT5G38280,,AT4G30320,,,,
800,AT4G37890,AT2G39830,,AT1G21140,,,,
801,AT2G18480,AT4G15450,,AT5G54585,,,,
802,AT2G42620,AT4G08770,,AT1G11260,,,,
803,AT2G23985,AT2G42540,,AT1G74670,,,,
804,AT4G27260,AT3G53403,,AT2G07718,,,,
805,AT1G13050,AT4G37890,,AT5G12250,,,,
806,AT2G44080,AT1G35830,,AT5G51200,,,,
807,AT1G47980,AT2G18480,,AT1G74770,,,,
808,AT5G66080,AT2G04780,,AT1G24260,,,,
809,AT1G22640,AT5G38770,,AT1G65370,,,,
810,AT5G63650,AT2G44080,,AT2G42900,,,,
811,AT3G28860,AT1G30935,,AT2G43375,,,,
812,AT4G39400,AT1G69880,,AT1G70270,,,,
813,AT1G48320,AT5G35110,,AT2G38080,,,,
814,AT3G44610,AT5G07000,,AT3G17110,,,,
815,AT5G08220,AT4G17280,,AT4G39400,,,,
816,AT5G54080,AT3G60390,,AT3G16050,,,,
817,AT5G18010,AT5G47380,,AT5G57670,,,,
818,AT3G15540,AT3G55900,,AT3G58850,,,,
819,AT1G48750,AT3G50845,,AT1G75500,,,,
820,AT1G47655,AT3G51060,,AT5G10180,,,,
821,AT1G02390,AT5G44050,,AT5G27360,,,,
822,AT5G47000,AT5G62170,,AT1G20920,,,,
823,AT3G03830,AT3G15540,,AT5G62020,,,,
824,AT5G25190,AT5G45280,,AT5G61455,,,,
825,AT1G10740,AT5G57670,,AT2G30480,,,,
826,AT4G14130,AT1G17180,,AT4G01680,,,,
827,AT1G27670,AT3G03830,,AT3G29575,,,,
828,AT2G25220,AT5G25190,,AT1G74458,,,,
829,ATCG00210,AT5G15580,,AT5G13790,,,,
830,AT3G50560,AT3G16890,,AT4G28720,,,,
831,AT4G24700,AT5G56230,,AT4G30020,,,,
832,AT5G16370,AT3G41761,,AT3G50900,,,,
833,AT5G39190,AT2G25220,,AT1G52750,,,,
834,AT5G05290,AT4G16690,,AT1G23970,,,,
835,AT4G25260,ATCG00340,,AT2G07807,,,,
836,AT2G38600,AT1G53635,,AT3G17185,,,,
837,AT3G19620,AT4G13260,,AT3G55970,,,,
838,AT5G65890,AT1G76620,,AT1G21520,,,,
839,AT5G09805,AT1G62260,,AT5G15150,,,,
840,AT1G22160,AT2G42530,,AT2G21540,,,,
841,AT1G06570,AT2G38600,,AT2G07808,,,,
842,AT4G32350,AT3G54040,,AT1G21680,,,,
843,AT3G47510,AT3G55840,,AT4G40010,,,,
844,AT1G62510,AT1G79320,,AT1G14642,,,,
845,AT4G15330,AT5G09805,,AT4G11660,,,,
846,AT1G74310,AT3G28740,,AT2G39180,,,,
847,AT3G24100,AT1G17170,,AT4G11780,,,,
848,AT1G29450,AT2G40000,,AT3G16370,,,,
849,AT3G53830,AT4G30280,,AT4G24275,,,,
850,AT3G55230,AT5G36910,,AT1G53560,,,,
851,AT4G38932,AT4G32350,,AT5G04370,,,,
852,AT5G62100,AT2G38540,,AT3G59350,,,,
853,AT4G21730,ATCG00870,,AT3G03500,,,,
854,AT5G62170,AT4G15330,,AT1G10682,,,,
855,AT1G79760,AT1G74310,,AT1G67570,,,,
856,AT3G26520,AT1G29450,,AT3G55580,,,,
857,AT1G26780,AT3G14440,,AT2G35210,,,,
858,AT2G45400,AT2G47270,,AT1G19610,,,,
859,AT4G26288,AT3G46490,,AT1G61100,,,,
860,AT1G64720,AT3G14560,,AT1G72840,,,,
861,AT1G73190,AT2G18969,,AT3G48790,,,,
862,AT5G01600,AT2G26570,,AT4G35470,,,,
863,AT4G15800,AT3G59220,,AT4G25950,,,,
864,AT1G64640,AT1G18710,,AT1G72430,,,,
865,AT3G59690,AT3G24450,,AT2G21390,,,,
866,AT4G27640,AT3G45140,,AT5G56850,,,,
867,AT2G40900,AT5G23020,,AT3G55840,,,,
868,AT3G57400,AT5G49380,,AT3G48260,,,,
869,AT5G66480,AT5G06930,,AT1G79320,,,,
870,AT1G33615,AT1G68360,,AT1G18970,,,,
871,AT4G00910,AT2G35850,,AT4G00820,,,,
872,AT5G45740,AT4G31000,,AT5G24580,,,,
873,AT4G02540,AT3G05490,,AT3G42658,,,,
874,AT1G15830,AT4G30060,,AT1G15415,,,,
875,AT1G19396,AT1G05700,,AT1G02700,,,,
876,AT3G29370,AT5G01600,,AT4G01430,,,,
877,AT1G16400,AT2G22830,,AT1G02660,,,,
878,AT2G46250,AT5G55950,,AT1G43020,,,,
879,AT2G25090,AT1G64640,,AT1G69690,,,,
880,AT1G04778,ATCG00280,,AT3G16570,,,,
881,AT2G25095,AT1G04650,,AT5G24030,,,,
882,AT3G29030,AT4G08555,,AT3G55720,,,,
883,AT3G17520,AT2G04040,,AT1G36060,,,,
884,AT3G19470,AT5G11110,,AT2G27420,,,,
885,AT1G49320,AT1G09812,,AT1G21910,,,,
886,AT4G31910,AT3G56200,,AT4G24972,,,,
887,AT5G03285,AT2G15490,,AT2G40000,,,,
888,AT1G18620,AT5G07110,,AT1G78476,,,,
889,AT1G69160,AT3G44990,,AT2G36630,,,,
890,AT4G36520,AT4G19690,,AT4G14860,,,,
891,AT3G49580,AT1G16400,,AT1G72690,,,,
892,AT2G16367,AT1G04778,,AT3G61820,,,,
893,AT5G67060,AT2G43290,,AT1G78478,,,,
894,AT3G58450,AT5G46330,,AT2G41230,,,,
895,AT5G19875,AT1G05680,,AT4G11960,,,,
896,AT5G15210,AT4G22850,,AT1G09890,,,,
897,AT4G15953,AT5G03552,,AT3G48080,,,,
898,AT5G19870,AT4G31910,,AT3G20340,,,,
899,AT4G21880,AT2G37040,,AT5G49630,,,,
900,AT4G28270,AT5G66562,,AT4G36570,,,,
901,AT1G33055,AT2G43050,,AT2G39430,,,,
902,AT5G49700,AT1G22910,,ATCG01190,,,,
903,AT2G35820,AT5G09350,,AT3G49220,,,,
904,AT1G09250,AT4G21390,,AT4G11280,,,,
905,AT5G18080,AT2G16367,,AT2G41540,,,,
906,AT2G41475,AT3G48450,,AT5G05180,,,,
907,AT2G19650,AT5G19870,,AT1G22370,,,,
908,AT4G27860,AT5G60290,,AT1G72060,,,,
909,AT2G20835,AT5G59530,,AT1G03545,,,,
910,AT2G26110,AT5G09978,,AT4G36430,,,,
911,AT1G11545,AT1G26945,,AT3G08570,,,,
912,AT1G30570,AT1G12090,,AT2G23010,,,,
913,AT1G27420,AT2G45470,,ATCG01010,,,,
914,AT5G54510,AT2G34020,,AT1G02400,,,,
915,AT3G45160,AT3G48610,,AT3G28220,,,,
916,AT5G27660,AT2G39010,,AT3G16400,,,,
917,AT2G07663,AT5G18080,,AT4G19170,,,,
918,AT4G34530,AT5G51890,,AT1G05065,,,,
919,AT2G40170,AT5G47540,,AT5G24105,,,,
920,AT1G01430,AT5G45950,,AT4G20090,,,,
921,AT4G17440,AT1G05420,,AT3G59060,,,,
922,AT3G50980,ATCG00710,,AT3G48920,,,,
923,AT3G14620,AT1G11540,,AT1G14890,,,,
924,AT5G66170,AT1G78060,,AT1G01448,,,,
925,AT5G10695,AT1G11545,,AT4G27310,,,,
926,AT1G56720,AT5G46240,,AT3G12820,,,,
927,AT1G48130,AT4G29990,,AT1G13040,,,,
928,AT5G52640,AT3G28220,,AT1G18400,,,,
929,AT4G20880,AT4G39320,,ATCG01270,,,,
930,AT5G10100,AT3G06590,,AT3G25717,,,,
931,AT5G10970,AT5G54510,,AT3G45730,,,,
932,AT2G23690,AT1G74458,,AT1G48100,,,,
933,AT3G13857,AT5G60650,,AT1G52827,,,,
934,AT3G23030,AT4G34530,,AT1G29510,,,,
935,AT4G30960,AT4G12320,,AT5G60860,,,,
936,AT2G30550,AT1G13480,,AT4G08780,,,,
937,AT4G13260,AT4G14940,,AT3G10000,,,,
938,AT1G28670,AT2G41480,,AT5G15850,,,,
939,AT5G06980,AT5G14360,,AT5G20730,,,,
940,AT2G19310,AT3G57700,,AT3G58620,,,,
941,AT2G33810,AT5G55730,,AT4G16515,,,,
942,AT5G22500,AT4G04940,,AT1G80440,,,,
943,AT4G08290,AT4G36230,,AT4G11211,,,,
944,AT3G22400,AT5G63450,,AT3G60420,,,,
945,AT3G26445,AT5G10970,,AT2G36120,,,,
946,AT2G20722,AT4G28720,,AT4G33740,,,,
947,AT5G20450,AT4G12880,,AT1G54200,,,,
948,AT4G33490,AT1G18970,,AT3G22961,,,,
949,AT5G54585,AT3G63375,,AT2G37340,,,,
950,AT1G11260,AT1G59710,,AT1G55330,,,,
951,AT5G23860,AT3G09600,,AT3G48600,,,,
952,AT1G74670,AT5G64780,,AT5G51440,,,,
953,AT2G07718,AT3G23030,,AT4G18780,,,,
954,AT5G16110,AT2G43870,,AT5G24210,,,,
955,AT1G77200,AT4G25260,,AT1G79460,,,,
956,AT4G27450,AT5G24380,,AT1G69570,,,,
957,AT5G12250,AT3G52680,,AT3G56960,,,,
958,AT5G51200,AT1G71870,,AT1G58370,,,,
959,AT3G52720,AT3G26840,,AT1G11080,,,,
960,AT1G24260,AT3G54510,,ATMG00990,,,,
961,AT1G65370,AT3G22400,,AT5G03552,,,,
962,AT2G42900,AT3G13610,,AT5G06590,,,,
963,AT2G43375,AT4G30320,,AT1G69600,,,,
964,AT2G20560,AT1G21140,,AT5G41800,,,,
965,AT1G70270,AT5G43860,,AT1G60030,,,,
966,AT4G23670,AT4G08685,,AT3G20100,,,,
967,AT1G69780,AT1G62380,,AT5G17165,,,,
968,AT2G38080,AT1G74670,,AT1G58150,,,,
969,AT2G23180,AT1G78340,,AT5G66310,,,,
970,AT3G17110,AT1G77200,,AT1G29465,,,,
971,AT1G64670,AT5G12250,,AT3G14450,,,,
972,AT3G16050,AT4G19130,,AT3G14452,,,,
973,AT5G66110,AT1G49860,,AT1G29460,,,,
974,AT5G01930,AT1G14460,,AT4G26290,,,,
975,AT3G58850,AT2G42900,,AT1G03200,,,,
976,AT1G75500,AT5G03890,,AT2G26560,,,,
977,AT5G06470,AT1G70270,,AT5G65890,,,,
978,AT1G25988,AT3G55970,,AT3G53830,,,,
979,AT5G25450,AT1G64670,,AT2G19660,,,,
980,AT5G39865,AT1G70690,,AT1G09310,,,,
981,AT1G77870,AT5G02200,,AT2G46790,,,,
982,AT1G03760,AT3G58850,,AT1G54050,,,,
983,AT1G52190,AT1G75500,,AT1G23060,,,,
984,AT5G27360,AT1G25988,,AT3G27250,,,,
985,AT1G20920,AT5G39865,,AT2G46810,,,,
986,AT5G62020,AT1G77870,,AT3G11430,,,,
987,AT5G61455,AT1G52190,,AT3G05250,,,,
988,AT2G33250,AT2G32210,,AT2G27370,,,,
989,AT3G03840,AT3G03110,,AT5G65710,,,,
990,AT2G30480,AT2G47000,,AT3G10720,,,,
991,AT4G01680,AT3G03840,,AT5G06980,,,,
992,AT4G16260,AT5G02850,,AT2G42380,,,,
993,AT4G18970,AT2G29480,,AT1G12780,,,,
994,AT4G33666,AT1G76470,,AT1G72140,,,,
995,AT4G28720,AT4G16260,,AT3G53230,,,,
996,AT5G13790,AT4G18970,,AT3G53232,,,,
997,AT1G52750,AT2G23590,,AT2G39980,,,,
998,AT2G07807,AT4G30020,,AT3G47510,,,,
999,AT3G17185,AT3G50900,,AT5G64660,,,,
1000,AT2G21830,AT1G52750,,AT5G13490,,,,
1001,AT5G03120,AT2G21830,,AT1G49310,,,,
1002,AT1G21520,AT2G12462,,AT4G37450,,,,
1003,AT4G08685,AT5G25450,,ATMG00330,,,,
1004,AT3G26230,AT5G15150,,AT1G68360,,,,
1005,AT2G07808,AT1G69530,,AT5G65390,,,,
1006,AT1G21680,AT5G42655,,AT2G43870,,,,
1007,,,,AT5G54080,,,,
1008,,,,AT5G48900,,,,
1009,,,,AT3G01770,,,,
1010,,,,AT2G36830,,,,
1011,,,,AT5G48570,,,,
1012,,,,AT5G53830,,,,
1013,,,,AT2G31980,,,,
1014,,,,AT5G59130,,,,
1015,,,,AT3G01490,,,,
1016,,,,AT5G45080,,,,
1017,,,,AT3G21950,,,,
1018,,,,AT3G53420,,,,
1019,,,,AT5G21170,,,,
1020,,,,AT1G64360,,,,
1021,,,,AT4G21340,,,,
1022,,,,AT1G64200,,,,
1023,,,,ATCG00940,,,,
1024,,,,AT1G11410,,,,
1025,,,,AT1G10550,,,,
1026,,,,AT4G12320,,,,
1027,,,,AT1G79245,,,,
1028,,,,ATMG00640,,,,
1029,,,,AT5G38150,,,,
1030,,,,AT2G33051,,,,
1031,,,,AT4G21740,,,,
1032,,,,AT4G37980,,,,
1033,,,,AT2G37180,,,,
1034,,,,AT1G75166,,,,
1035,,,,AT5G13930,,,,
1036,,,,AT4G12730,,,,
1037,,,,AT5G21105,,,,
1038,,,,AT3G30214,,,,
1039,,,,AT5G03130,,,,
1040,,,,AT5G16340,,,,
1041,,,,AT1G30280,,,,
1042,,,,AT5G03260,,,,
1043,,,,ATCG00360,,,,
1044,,,,AT1G62981,,,,
1045,,,,AT1G52690,,,,
1046,,,,AT4G37800,,,,
1047,,,,AT3G56230,,,,
1048,,,,AT4G31940,,,,
1049,,,,AT5G60840,,,,
1050,,,,AT3G52060,,,,
1051,,,,AT2G39850,,,,
1052,,,,AT3G21550,,,,
1053,,,,AT3G53040,,,,
1054,,,,AT5G54165,,,,
1055,,,,AT2G07726,,,,
1056,,,,AT5G41060,,,,
1057,,,,AT5G41140,,,,
1058,,,,AT4G39363,,,,
1059,,,,AT4G39364,,,,
1060,,,,AT4G39955,,,,
1061,,,,AT4G17695,,,,
1062,,,,AT1G75260,,,,
1063,,,,AT5G41900,,,,
1064,,,,AT3G18773,,,,
1065,,,,AT4G33905,,,,
1066,,,,AT5G03720,,,,
1067,,,,AT3G62860,,,,
1068,,,,AT5G51170,,,,
1069,,,,AT2G04040,,,,
1070,,,,AT5G03860,,,,
1071,,,,AT5G11110,,,,
1072,,,,AT4G10150,,,,
1073,,,,AT5G57660,,,,
1074,,,,AT3G15095,,,,
1075,,,,AT3G16180,,,,
1076,,,,AT1G14520,,,,
1077,,,,AT5G15580,,,,
1078,,,,AT4G38860,,,,
1079,,,,ATMG01080,,,,
1080,,,,AT3G06140,,,,
1081,,,,AT4G08555,,,,
1082,,,,AT5G49280,,,,
1083,,,,AT4G25760,,,,
1084,,,,AT1G61340,,,,
1085,,,,AT4G25810,,,,
1086,,,,AT3G48550,,,,
1087,,,,AT2G15490,,,,
1088,,,,AT4G35100,,,,
1089,,,,AT1G15175,,,,
1090,,,,AT1G60740,,,,
1091,,,,AT5G55730,,,,
1092,,,,AT2G33570,,,,
1093,,,,AT1G04040,,,,
1094,,,,AT2G26690,,,,
1095,,,,AT2G37870,,,,
1096,,,,AT3G13061,,,,
1097,,,,AT5G52900,,,,
1098,,,,AT4G34760,,,,
1099,,,,AT1G04310,,,,
1100,,,,AT1G78340,,,,
1101,,,,AT3G62070,,,,
1102,,,,AT1G15310,,,,
1103,,,,AT3G02850,,,,
1104,,,,AT1G04250,,,,
1105,,,,AT4G19460,,,,
1106,,,,AT5G15830,,,,
1107,,,,AT5G49120,,,,
1108,,,,AT5G18690,,,,
1109,,,,AT5G52882,,,,
1110,,,,AT3G55900,,,,
1111,,,,AT5G43700,,,,
1112,,,,AT5G21100,,,,
1113,,,,AT2G24280,,,,
1114,,,,AT1G15380,,,,
1115,,,,AT1G19350,,,,
1116,,,,AT4G33010,,,,
1117,,,,ATCG00340,,,,
1118,,,,AT1G61667,,,,
1119,,,,AT2G29340,,,,
1120,,,,AT1G74430,,,,
1121,,,,AT5G57920,,,,
1122,,,,AT1G04220,,,,
1123,,,,AT5G45070,,,,
1124,,,,AT5G24380,,,,
1125,,,,AT3G11600,,,,
1126,,,,AT3G63050,,,,
1127,,,,AT1G72770,,,,
1128,,,,AT5G22500,,,,
1129,,,,AT1G15790,,,,
1130,,,,AT2G20723,,,,
1131,,,,AT5G52120,,,,
1132,,,,AT1G67900,,,,
1133,,,,AT5G27000,,,,
1134,,,,AT5G42200,,,,
1135,,,,AT1G68690,,,,
1136,,,,AT3G11690,,,,
1137,,,,AT5G66920,,,,
1138,,,,AT1G33640,,,,
1139,,,,ATCG01060,,,,
1140,,,,AT5G66840,,,,
1141,,,,AT4G01335,,,,
1142,,,,ATCG00040,,,,
1143,,,,AT1G08300,,,,
1144,,,,AT2G15580,,,,
1145,,,,AT2G24190,,,,
1146,,,,AT1G13790,,,,
1147,,,,AT5G63600,,,,
1148,,,,AT2G27660,,,,
1149,,,,AT1G43790,,,,
1150,,,,AT2G23000,,,,
1151,,,,AT5G42655,,,,
1152,,,,AT5G47560,,,,
1153,,,,AT4G33420,,,,
1154,,,,ATCG00720,,,,
1155,,,,AT5G25460,,,,
1156,,,,AT2G18050,,,,
1157,,,,AT1G62290,,,,
1158,,,,AT1G71870,,,,
1159,,,,AT4G22200,,,,
1160,,,,AT2G40090,,,,
1161,,,,AT5G44190,,,,
1162,,,,AT1G31580,,,,
1163,,,,AT2G36750,,,,
1164,,,,AT3G02620,,,,
1165,,,,AT2G41312,,,,
1166,,,,AT5G47240,,,,
1167,,,,AT5G66650,,,,
1168,,,,AT4G36600,,,,
1169,,,,AT4G08150,,,,
1170,,,,AT1G72180,,,,
1171,,,,AT1G68560,,,,
1172,,,,AT5G41470,,,,
1173,,,,AT3G12320,,,,
1174,,,,AT3G54030,,,,
1175,,,,AT1G13245,,,,
1176,,,,AT1G29500,,,,
1177,,,,AT3G46900,,,,
1178,,,,AT1G52830,,,,
1179,,,,AT2G19580,,,,
1180,,,,AT2G23672,,,,
1181,,,,AT2G23170,,,,
1182,,,,AT1G62920,,,,
1183,,,,AT3G15340,,,,
1184,,,,AT2G47780,,,,
1185,,,,AT4G17460,,,,
1186,,,,AT5G24206,,,,
1187,,,,AT5G24160,,,,
1188,,,,AT5G42250,,,,
1189,,,,AT1G01620,,,,
1190,,,,AT2G40475,,,,
1191,,,,AT2G47770,,,,
1192,,,,AT5G59240,,,,
1193,,,,AT4G36730,,,,
1194,,,,AT1G32100,,,,
1195,,,,AT5G05420,,,,
1196,,,,AT1G32450,,,,
